match_id,date,stage,source,team,opponent,goals_against,goals,yellow,red,corners,xg,shots,sot,fouls,world_rank,entrant_rank,ranking_group,opponent_rank,qualification,split
WC26_093,2026-07-06,ROUND OF 16,TSDL,Portugal,Spain,1,0,2,0,3,0.63,10,2,9,5,5,Higher,2,Qualified,test
WC26_093,2026-07-06,ROUND OF 16,TSDL,Spain,Portugal,0,1,1,0,7,1.69,15,6,13,2,2,Higher,5,Qualified,test
WC26_094,2026-07-06,ROUND OF 16,TSDL,USA,Belgium,4,1,2,0,3,0.63,7,2,11,17,16,Higher,9,Qualified,test
WC26_094,2026-07-06,ROUND OF 16,TSDL,Belgium,USA,1,4,0,0,5,2.01,15,7,9,9,9,Higher,17,Qualified,test
WC26_095,2026-07-07,ROUND OF 16,TSDL,Argentina,Egypt,2,3,0,0,6,2.84,19,7,13,1,1,Higher,29,Qualified,test
WC26_095,2026-07-07,ROUND OF 16,TSDL,Egypt,Argentina,3,2,3,0,1,0.89,5,2,11,29,26,Lower,1,Qualified,test
WC26_096,2026-07-07,ROUND OF 16,TSDL,Switzerland,Colombia,0,0,3,0,3,0.39,7,2,22,19,18,Higher,13,Qualified,train
WC26_096,2026-07-07,ROUND OF 16,TSDL,Colombia,Switzerland,0,0,2,0,7,1.09,15,3,21,13,12,Higher,19,Qualified,train
WC26_097,2026-07-09,QUARTER FINALS,TSDL,France,Morocco,0,2,0,0,5,3.69,22,8,10,3,3,Higher,7,Qualified,train
WC26_097,2026-07-09,QUARTER FINALS,TSDL,Morocco,France,2,0,1,0,5,0.14,5,1,13,7,7,Higher,3,Qualified,train
WC26_098,2026-07-10,QUARTER FINALS,TSDL,Spain,Belgium,1,2,2,0,5,2.1,17,8,13,2,2,Higher,9,Qualified,train
WC26_098,2026-07-10,QUARTER FINALS,TSDL,Belgium,Spain,2,1,2,0,1,0.37,5,2,18,9,9,Higher,2,Qualified,train
WC26_099,2026-07-11,QUARTER FINALS,TSDL,Argentina,Switzerland,1,3,3,0,8,1.94,22,7,14,1,1,Higher,19,Qualified,test
WC26_099,2026-07-11,QUARTER FINALS,TSDL,Switzerland,Argentina,3,1,2,1,2,0.47,11,5,18,19,18,Higher,1,Qualified,test
WC26_100,2026-07-11,QUARTER FINALS,TSDL,Norway,England,2,1,1,0,7,0.68,13,4,10,31,28,Lower,4,Qualified,train
WC26_100,2026-07-11,QUARTER FINALS,TSDL,England,Norway,1,2,0,0,4,1.04,14,8,8,4,4,Higher,31,Qualified,train
WC26_101,2026-07-14,SEMI FINALS,TSDL,France,Spain,2,0,2,0,7,0.3,10,3,11,3,3,Higher,2,Qualified,train
WC26_101,2026-07-14,SEMI FINALS,TSDL,Spain,France,0,2,1,0,1,1.63,10,2,12,2,2,Higher,3,Qualified,train
WC26_102,2026-07-15,SEMI FINALS,TSDL,England,Argentina,2,1,1,0,1,0.53,5,2,11,4,4,Higher,1,Qualified,train
WC26_102,2026-07-15,SEMI FINALS,TSDL,Argentina,England,1,2,3,0,6,1.84,15,5,15,1,1,Higher,4,Qualified,train
WC26_103,2026-07-18,BRONZE FINAL,FIFA,France,England,6,4,0,0,3,,19,9,14,3,3,Higher,4,Qualified,train
WC26_103,2026-07-18,BRONZE FINAL,FIFA,England,France,4,6,0,0,4,,19,11,8,4,4,Higher,3,Qualified,train
WC26_104,2026-07-19,FINAL,TSDL,Spain,Argentina,0,1,0,0,9,2.29,20,12,21,2,2,Higher,1,Qualified,train
WC26_104,2026-07-19,FINAL,TSDL,Argentina,Spain,1,0,5,1,4,0.22,2,0,25,1,1,Higher,2,Qualified,train
